OMIM ID,Disease,Protein Associated
300695,"Scapuloperoneal myopathy, X-linked dominant",FHL1
181405,Scapuloperoneal spinal muscular atrophy,TRPV4
181430,"Scapuloperoneal syndrome, myopathic type",MYH7
181400,"Scapuloperoneal syndrome, neurogenic, Kaeser type",DES
242900,Schimke immunoosseous dysplasia,SMARCAL1
609241,"Schindler disease, type I",NAGA
609241,"Schindler disease, type III",NAGA
269150,Schinzel–Giedion midface retraction syndrome,SETBP1
269160,Schizencephaly,EMX2
181500,Schizophrenia,DISC2
269250,Schneckenbecken dysplasia,SLC35D1
224750,Schöpf–Schulz–Passarge syndrome,WNT10A
162091,Schwannomatosis,NF2
255800,"Schwartz–Jampel syndrome, type 1",HSPG2
269500,Sclerosteosis,SOST
269600,Sea-blue histiocyte disease,APOE
605249,Sebastian syndrome,MYH9
610227,Seborrhea-like dermatitis with psoriasiform elements,ZNF750
210600,Seckel syndrome 1,ATR
183900,SED congenita,COL2A1
605407,"Segawa syndrome, recessive",TH
242300,Self-healing collodion baby,TGM1
612847,"SEMD, Pakistani type",PAPSS2
606996,Senior–Loken syndrome 4,NPHP4
609254,Senior–Loken syndrome 5,IQCB1
610189,Senior–Loken syndrome 6,CEP290
266900,Senior–Loken syndrome-1,NPHP1
602522,Sensorineural deafness with mild renal dysfunction,BSND
607459,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",POLG
182230,Septo-optic dysplasia,HESX1
611812,SERKAL syndrome,WNT4
400042,Sertoli cell-only syndrome,ZNF148
612780,SESAME syndrome,KCNJ10
102700,Severe combined immunodeficiency due to ADA deficiency,ADA
611291,"Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation",NHEJ1
602450,"Severe combined immunodeficiency, Athabascan type",DCLRE1C
601457,"Severe combined immunodeficiency, B cell-negative",RAG1
601457,"Severe combined immunodeficiency, B cell-negative",RAG2
608971,"Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive",CD3D
608971,"Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive",CD3E
608971,"Severe combined immunodeficiency, T cell-negative, B-cell/natural killer-cell positive",PTPRC
608971,"Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type",IL7R
300400,"Severe combined immunodeficiency, X-linked",IL2RG
609620,Short QT syndrome-1,KCNH2
609621,Short QT syndrome-2,KCNQ1
609622,Short QT syndrome-3,KCNJ2
263510,"Short rib-polydactyly syndrome, type III",DYNC2H1
604271,Short stature,GHSR
300582,"Short stature, idiopathic familial",SHOX
300582,"Short stature, idiopathic familial",SHOXY
604271,"Short stature, idiopathic",GHR
182212,Shprintzen–Goldberg syndrome,FBN1
260400,Shwachman–Bodian–Diamond syndrome,SBDS
269920,"Sialic acid storage disorder, infantile",SLC17A5
256550,"Sialidosis, type I",NEU1
256550,"Sialidosis, type II",NEU1
269921,Sialuria,GNE
608567,Sick sinus syndrome 1,SCN5A
163800,Sick sinus syndrome 2,HCN4
603903,Sickle cell anemia,HBB
270685,Silver spastic paraplegia syndrome,BSCL2
180860,Silver–Russell syndrome,H19
312870,"Simpson-Golabi-Behmel syndrome, type 1",GPC3
300209,"Simpson-Golabi-Behmel syndrome, type 2",OFD1
210250,Sitosterolemia,ABCG5
210250,Sitosterolemia,ABCG8
270200,Sjögren–Larsson syndrome,ALDH3A2
612447,"Skeletal defects, genital hypoplasia, and mental retardation",ZBTB16
607655,Skin fragility-woolly hair syndrome,DSP
611742,"Skin/hair/eye pigmentation 9, dark/light hair",ASIP
608236,"Slowed nerve conduction velocity, AD",ARHGEF10
147891,Small patella syndrome,TBX4
184250,"SMED, Strudwick type",COL2A1
270400,Smith–Lemli–Opitz syndrome,DHCR7
182290,Smith–Magenis syndrome,RAI1
607326,Smith–McCort dysplasia,DYM
193230,Snowflake vitreoretinal degeneration,KCNJ13
147250,Solitary median maxillary central incisor,SHH
102200,"Somatostatin analog, resistance to",SSTR5
136900,Sorsby fundus dystrophy,TIMP3
117550,Sotos syndrome,NSD1
270550,"Spastic ataxia, Charlevoix-Saguenay type",SACS
607225,"Spastic paralysis, infantile onset ascending",ALS2
604187,Spastic paraplegia 10,KIF5A
270700,Spastic paraplegia 15,ZFYVE26
610250,Spastic paraplegia 31,REEP1
610244,Spastic paraplegia 33,ZFYVE27
612020,Spastic paraplegia 39,PNPLA6
613206,"Spastic paraplegia, 44",GJC2
604360,Spastic paraplegia-11,SPG11
605280,Spastic paraplegia-13,HSPD1
312920,Spastic paraplegia-2,PLP1
182600,Spastic paraplegia-3A,SPG3A
182601,Spastic paraplegia-4,SPAST
612539,Spastic paraplegia-42,SLC33A1
270800,Spastic paraplegia-5A,CYP7B1
600363,Spastic paraplegia-6,NIPA1
607259,Spastic paraplegia-7,PGN
603563,Spastic paraplegia-8,KIAA0196
245480,Specific granule deficiency,CEBPE
602081,Speech-language disorder-1,FOXP2
612690,"Spherocytosis, hereditary, type 5",EPB42
182900,"Spherocytosis, type 1",ANK1
270970,"Spherocytosis, type 3",SPTA1
612653,"Spherocytosis, type 4",SLC4A1
313200,Spinal and bulbar muscular atrophy of Kennedy,AR
611067,"Spinal muscular atrophy, distal, autosomal recessive, 4",PLEKHG5
300489,"Spinal muscular atrophy, distal, X-linked 3",ATP7A
182980,"Spinal muscular atrophy, late-onset, Finkel type",VAPB
301830,"Spinal muscular atrophy, X-linked 2, infantile",UBE1
253300,Spinal muscular atrophy-1,SMN1
253550,Spinal muscular atrophy-2,SMN1
253400,Spinal muscular atrophy-3,SMN1
271150,Spinal muscular atrophy-4,SMN1
604326,Spinocerebellar ataxia 12,PPP2R2B
605361,Spinocerebellar ataxia 14,PRKCG
606658,Spinocerebellar ataxia 15,ITPR1
607136,Spinocerebellar ataxia 17,TBP
610246,Spinocerebellar ataxia 28,AFG3L2
117210,Spinocerebellar ataxia 31,BEAN
608768,Spinocerebellar ataxia 8,ATXN8OS
608768,Spinocerebellar ataxia 8,ATXN8
607459,Spinocerebellar ataxia with epilepsy,POLG
606937,"Spinocerebellar ataxia, autosomal recessive 5",ZNF592
610743,"Spinocerebellar ataxia, autosomal recessive 8",SYNE1
612016,"Spinocerebellar ataxia, autosomal recessive 9",CABC1
607250,"Spinocerebellar ataxia, autosomal recessive with axonal neuropathy",TDP1
271245,"Spinocerebellar ataxia, infantile-onset",C10orf2
164400,Spinocerebellar ataxia-1,ATXN1
603516,Spinocerebellar ataxia-10,ATXN10
604432,Spinocerebellar ataxia-11,TTBK2
605259,Spinocerebellar ataxia-13,KCNC3
183090,Spinocerebellar ataxia-2,ATXN2
609307,Spinocerebellar ataxia-27,FGF14
600224,Spinocerebellar ataxia-5,SPTBN2
183086,Spinocerebellar ataxia-6,CACNA1A
164500,Spinocerebellar ataxia-7,ATXN7
225300,Split-hand/foot malformation 6,WNT10B
605289,"Split-hand/foot malformation, type 4",TP63
272460,Spondylocarpotarsal synostosis syndrome,FLNB
612350,"Spondylocheirodysplasia, Ehlers-Danlos syndrome-like",SLC39A13
608681,"Spondylocostal dysostosis, autosomal recessive 2",MESP2
609813,"Spondylocostal dysostosis, autosomal recessive 3",LFNG
277300,"Spondylocostal dysostosis, autosomal recessive, 1",DLL3
122600,"Spondylocostal dystostosis 4, autosomal dominant",GDF6
608728,Spondyloepimetaphyseal dysplasia,MATN3
612813,"Spondyloepimetaphyseal dysplasia, aggrecan type",ACAN
602111,"Spondyloepimetaphyseal dysplasia, Missouri type",MMP13
208230,Spondyloepiphyseal dysplasia tarda with progressive arthropathy,WISP3
313400,Spondyloepiphyseal dysplasia tarda,TRAPPC2
143095,Spondyloepiphyseal dysplasia with congenital joint dislocations,CHST3
608361,"Spondyloepiphyseal dysplasia, Kimberley type",ACAN
613330,Spondylo-megaepiphyseal-metaphyseal dysplasia,NKX3-2
271665,"Spondylometaepiphyseal dysplasia, short limb-hand type",DDR2
184252,"Spondylometaphyseal dysplasia, Kozlowski type",TRPV4
271700,Spondyloperipheral dysplasia,COL2A1
275355,"Squamous cell carcinoma, head and neck",ING1
275355,"Squamous cell carcinoma, head and neck",TNFRSF10B
184460,Stapes ankylosis with broad thumb and toes,NOG
300707,STAR syndrome,FAM58A
600110,Stargardt disease 3,ELOVL4
603786,Stargardt disease 4,PROM1
248200,Stargardt disease-1,ABCA4
149400,"Startle disease/hyperekplexia, autosomal dominant",GLRA1
184500,Steatocystoma multiplex,KRT17
108300,"Stickler syndrome, type I",COL2A1
604841,"Stickler syndrome, type II",COL11A1
184840,"Stickler syndrome, type III",COL11A2
184900,Stiff skin syndrome,FBN1
300434,Stocco dos Santos X-linked mental retardation syndrome,SHROOM4
137215,Stomach cancer,KRAS
185000,Stomatocytosis I,EPB72
609161,"Striatal degeneration, autosomal dominant",PDE8B
271930,"Striatonigral degeneration, infantile",NUP62
601559,Stuve–Wiedemann syndrome/Schwartz–Jampel type 2 syndrome,LIFR
300067,"Subcortical laminal heteropia, X-linked",DCX
271980,Succinic semialdehyde dehydrogenase deficiency,ALDH5A1
245050,Succinyl-CoA:3-oxoacid CoA transferase deficiency,OXCT1
222900,"Sucrase-isomaltase deficiency, congenital",SI
608800,Sudden infant death with dysgenesis of the testes syndrome,TSPYL1
272300,Sulfite oxidase deficiency,SUOX
260540,"Supranuclear palsy, progressive atypical",MAPT
601104,"Supranuclear palsy, progressive",MAPT
185500,Supravalvar aortic stenosis,ELN
265120,"Surfactant metabolism dysfunction, pulmonary, 1",SFTPB
610913,"Surfactant metabolism dysfunction, pulmonary, 2",SFTPC
610921,"Surfactant metabolism dysfunction, pulmonary, 3",ABCA3
108985,Sveinsson choreoretinal atrophy,TEAD1
185800,"Symphalangism, proximal",GDF5
185800,"Symphalangism, proximal",NOG
186100,"Syndactyly, type III",GJA1
186200,"Syndactyly, type IV",LMBR1
186300,"Syndactyly, type V",HOXD13
186500,"Synostoses syndrome, multiple, 1",NOG
186000,Synpolydactyly with foot anomalies,HOXD13
608180,"Synpolydactyly, 3/3'4, associated with metacarpal and metatarsal synostoses",FBLN1
186000,"Synpolydactyly, type II",HOXD13
205400,Tangier disease,ABCA1
311900,TARP syndrome,RBM10
186570,Tarsal-carpal coalition syndrome,NOG
272800,Tay–Sachs disease,HEXA
601705,"T-cell immunodeficiency, congenital alopecia, and nail dystrophy",FOXN1
610441,Testicular microlithiasis,SLC34A2
273300,"Testicular tumor, sporadic",STK11
273395,"Tetra-amelia, autosomal recessive",WNT3
187500,Tetralogy of Fallot,GDF1
187500,Tetralogy of Fallot,JAG1
187500,Tetralogy of Fallot,ZFPM2
187500,Tetrology of Fallot,NKX2E
604131,"Thalassemia, alpha-",HBA2
604131,"Thalassemia, Hispanic gamma-delta-beta",LCRB
603902,"Thalassemia-beta, dominant inclusion-body",HBB
604131,"Thalassemias, alpha-",HBA1
604131,"Thalassemias, beta-",HBB
187600,"Thanatophoric dysplasia, type I",FGFR3
249270,Thiamine-responsive megaloblastic anemia syndrome,SLC19A2
612921,Three M syndrome 2,OBSL1
187950,"Thrombocythemia, essential",JAK2
187950,"Thrombocythemia, essential",MPL
187950,"Thrombocythemia, essential",THPO
612004,Thrombocytopenia 4,CYCS
314050,"Thrombocytopenia with beta-thalassemia, X-linked",GATA1
604498,"Thrombocytopenia, congenital amegakaryocytic",MPL
313900,"Thrombocytopenia, X-linked",WAS
313900,"Thrombocytopenia, X-linked, intermittent",WAS
188000,Thrombocytopenia-2,FLJ14813
188030,"Thrombocytopenic purpura, autoimmune",FCGR2C
613116,Thrombophilia due to elevated HRG,HRG
612356,Thrombophilia due to heparin cofactor II deficiency,HCF2
613116,Thrombophilia due to HRG deficiency,HRG
176860,"Thrombophilia due to protein C deficiency, autosomal dominant",PROC
612304,"Thrombophilia due to protein C deficiency, autosomal recessive",PROC
612336,Thrombophilia due to protein S deficiency,PROS1
612348,"Thrombophilia, familial, due to decreased release of PLAT",PLAT
300807,"Thrombophilia, X-linked, due to factor IX defect",F9
236200,"Thrombosis, hyperhomocysteinemic",CBS
274150,"Thrombotic thrombocytopenic purpura, familial",ADAMTS13
607200,Thryoid dyshormonogenesis 6,DUOX2
188470,"Thyroid carcinoma, follicular",MINPP1
188470,"Thyroid carcinoma, follicular",NRAS
188550,"Thyroid carcinoma, papillary",GOLGA5
188550,"Thyroid carcinoma, papillary",NCOA4
188550,"Thyroid carcinoma, papillary",PCM1
188550,"Thyroid carcinoma, papillary",PRKAR1A
188550,"Thyroid carcinoma, papillary",TRIM24
188550,"Thyroid carcinoma, papillary",TRIM33
274400,Thyroid dyshormonogenesis 1,SLC5A5
274500,Thyroid dyshormonogenesis 2A,TPO
274700,Thyroid dyshormonogenesis 3,TG
274800,Thyroid dyshormonogenesis 4,IYD
274900,Thyroid dyshormonogenesis 5,DUOXA2
609698,"Thyroid hormone metabolism, abnormal",SECISBP2
188570,Thyroid hormone resistance,THRB
274300,"Thyroid hormone resistance, autosomal recessive",THRB
145650,"Thyroid hormone resistance, selective pituitary",THRB
188550,Thyroid papillary carcinoma,CCDC6
600334,"Tibial muscular dystrophy, tardive",TTN
103500,Tietz albinism-deafness syndrome,MITF
601005,Timothy syndrome,CACNA1C
300622,Tn syndrome,C1GALT1C1
607523,"Toenail dystrophy, isolated",COL7A1
106600,"Tooth agenesis, selective, 1, with or without orofacial cleft",MSX1
604625,"Tooth agenesis, selective, 3",PAX9
613097,"Tooth agenesis, selective, 6",LTBP3
313500,"Tooth agenesis, selective, X-linked 1",ED1
259600,Torg–Winchester syndrome,MMP2
137580,Tourette syndrome,SLITRK1
107480,Townes–Brocks branchiootorenal-like syndrome,SALL1
107480,Townes–Brocks syndrome,SALL1
606003,Transaldolase deficiency,TALDO1
275350,Transcobalamin II deficiency,TCN2
131705,Transient bullous of the newborn,COL7A1
608808,"Transposition of the great arteries, dextro-looped 1",MED13L
154500,Treacher Collins mandibulofacial dysostosis,TCOF1
612119,Trehalase deficiency,TREH
190320,Trichodentoosseous syndrome,DLX3
601606,"Trichoepithelioma, multiple familial, 1",CYLD1
190350,"Trichorhinophalangeal syndrome, type I",TRPS1
190351,"Trichorhinophalangeal syndrome, type III",TRPS1
601675,Trichothiodystrophy,ERCC2
601675,Trichothiodystrophy,ERCC3
601675,"Trichothiodystrophy, complementation group A",GTF2H5
234050,"Trichothiodystrophy, nonphotosensitive 1",C7orf11
613229,Trichotillomania,SLITRK1
609015,Trifunctional protein deficiency,HADHA
609015,Trifunctional protein deficiency,HADHB
190440,Trigonocephaly,FGFR1
602079,Trimethylaminuria,FMO3
174500,"Triphalangeal thumb, type I",LMBR1
174500,Triphalangeal thumb-polysyndactyly syndrome,LMBR1
158300,Trismus-pseudocamptodactyly syndrome,MYH8
608189,Tropical calcific pancreatitis,SPINK1
275900,Troyer syndrome,SPG20
191100,Tuberous sclerosis-1,TSC1
191100,Tuberous sclerosis-2,TSC2
610455,"Tumoral calcinosis, familial, normophosphatemic",SAMD9
211900,"Tumoral calcinosis, hyperphosphatemic",KL
211900,"Tumoral calcinosis, hyperphosphatemic, familial",FGF23
211900,"Tumoral calcinosis, hyperphosphatemic, familial",GALNT3
611521,Tyrosine kinase 2 deficiency,TYK2
277660,Tyrosinemia type II,TAT
276710,Tyrosinemia type III,HPD
254090,Ullrich congenital muscular dystrophy,COL6A1
254090,Ullrich congenital muscular dystrophy,COL6A2
254090,Ullrich congenital muscular dystrophy,COL6A3
276820,"Ulna and fibula, absence of, with sever limb deficiency",WNT7A
181450,Ulnar–mammary syndrome,TBX3
276880,Urocanase deficiency,UROC1
236730,Urofacial syndrome,HPSE2
276900,"Usher syndrome, type 1B",MYO7A
276904,"Usher syndrome, type 1C",USH1C
601067,"Usher syndrome, type 1D",CDH23
601067,"Usher syndrome, type 1D/F digenic",CDH23
601067,"Usher syndrome, type 1D/F digenic",PCDH15
602083,"Usher syndrome, type 1F",PCDH15
606943,"Usher syndrome, type 1G",SANS
276901,"Usher syndrome, type 2A",USH2A
276902,"Usher syndrome, type 3",CLRN1
605472,"Usher syndrome, type IIC",GPR98
611383,"Usher syndrome, type IID",WHRN
600630,UV-sensitive syndrome,ERCC6
192350,VACTERL association,HOXD13
239100,Van Buchem disease,SOST
607636,"van Buchem disease, type 2",LRP5
119300,van der Woude syndrome,IRF6
192315,"Vasculopathy, retinal, with cerebral leukodystrophy",TREX1
276950,VATER association with macrocephaly and ventriculomegaly,PTEN
192430,Velocardiofacial syndrome,TBX1
600195,"Venous malformations, multiple cutaneous and mucosal",TEK
603829,"Ventricular fibrillation, familial, 1",SCN5A
612956,"Ventricular fibrillation, paroxysmal familial, 2",DPP6
604772,"Ventricular tachycardia, catecholaminergic polymorphic, 1",RYR2
611938,"Ventricular tachycardia, catecholaminergic polymorphic, 2",CASQ2
192605,"Ventricular tachycardia, idiopathic",GNAI2
192950,"Vertical talus, congenital",HOXD10
610878,Vesicoureteral reflux 2,ROBO2
264700,"Vitamin D-dependent rickets, type I",CYP27B1
607473,"Vitamin K-dependent clotting factors, combined deficiency of, 2",VKORC1
277450,Vitamin K-dependent coagulation defect,GGCX
608161,"Vitelliform macular dystrophy, adult-onset",BEST1
193220,Vitreoretinochoroidopathy,BEST1
201475,VLCAD deficiency,ACADVL
604117,Vohwinkel syndrome with ichthyosis,LOR
124500,Vohwinkel syndrome,GJB2
193300,"von Hippel–Lindau disease, modification of",CCND1
193300,von Hippel–Lindau syndrome,VHL
193400,"von Willebrand disease, autosomal dominant",VWF
277480,"von Willebrand disease, autosomal recessive",VWF
177820,"von Willebrand disease, platelet-type",GP1BA
193500,Waardenburg syndrome type 1,PAX3
608890,Waardenburg syndrome type 2D,SNAI2
611584,"Waardenburg syndrome type 2E, with or without neurologic involvement",SOX10
148820,Waardenburg syndrome type 3,PAX3
277580,Waardenburg syndrome type 4A,EDNRB
613265,Waardenburg syndrome type 4B,EDN3
613266,Waardenburg syndrome type 4C,SOX10
193510,Waardenburg syndrome type IIA,MITF
103470,"Waardenburg syndrome/albinism, digenic",TYR
103470,"Waardenburg syndrome/ocular albinism, digenic",MITF
143200,Wagner syndrome 1,VCAN
600118,Warburg micro syndrome 1,RAB3GAP1
122700,Warfarin resistance,VKORC1
122700,Warfarin sensitivity,CYP2C9
613398,Warsaw breakage syndrome,DDX11
193520,Watson syndrome,NF1
277590,Weaver syndrome,NSD1
608328,"Weill–Marchesani syndrome, dominant",FBN1
277600,"Weill–Marchesani syndrome, recessive",ADAMTS10
613195,Weill–Marchesani-like syndrome,ADAMTS17
277610,Weissenbacher–Zweymüller syndrome,COL11A2
277700,Werner syndrome,RECQL2
193530,Weyers acrodental dysostosis,EVC
193670,WHIM syndrome,CXCR4
193900,White sponge nevus,KRT13
193900,White sponge nevus,KRT4
194071,Wilms' tumor 2,H19
194070,Wilms' tumor,BRCA2
194070,"Wilms' tumor, somatic",GPC3
194070,"Wilms' tumor, type 1",WT1
277900,Wilson's disease,ATP7B
301000,Wiskott–Aldrich syndrome,WAS
189500,Witkop syndrome,MSX1
226980,Wolcott–Rallison syndrome,EIF2AK3
194200,Wolff–Parkinson–White syndrome,PRKAG2
604928,Wolfram syndrome 2,CISD2
222300,Wolfram syndrome,WFS1
222300,"Wolfram-like syndrome, autosomal dominant",WFS1
278000,Wolman disease,LIPA
241080,Woodhouse–Sakati syndrome,C2orf37
194300,"Woolly hair, autosomal dominant",KRT74
278150,"Woolly hair, autosomal recessive 1",P2RY5
604379,"Woolly hair, autosomal recessive 2 with or without hypotrichosis",LIPH
278250,Wrinkly skin syndrome,ATP6V0A2
278300,"Xanthinuria, type I",XDH
278700,Xeroderma pigmentosum group A,XPA
610651,Xeroderma pigmentosum group B,ERCC3
278720,Xeroderma pigmentosum group C,XPC
278730,Xeroderma pigmentosum group D,ERCC2
278740,"Xeroderma pigmentosum group E, DDB-negative subtype",DDB2
278760,Xeroderma pigmentosum group F,ERCC4
278780,Xeroderma pigmentosum group G,ERCC5
278750,"Xeroderma pigmentosum, variant type",POLH
610965,XFE progeroid syndrome,ERCC4
300087,"X-inactivation, familial skewed",XIC
214100,Zellweger syndrome,PEX10
214100,Zellweger syndrome,PEX13
214100,Zellweger syndrome,PEX14
214100,Zellweger syndrome,PEX26
214100,Zellweger syndrome,PEX5
214100,Zellweger syndrome,PXF
214100,"Zellweger syndrome, complementation group G",PEX3
214100,Zellweger syndrome-1,PEX1
