OMIM ID,Disease,Symptoms from Wikipedia,HPO Codes
216360,COACH syndrome,"Signs of COACH syndrome tend to present from birth to early childhood. Facial abnormalities are a common symptom, with some characteristics being broadness of the forehead, ptosis of either one or both eyes and misalignment of the eyes. Other cases also report a ""carp"" shaped mouth, flattened face and nose and hypertelorism.Patients are often within the lower percentiles for height and weight growth. Hypotonia is a possible sign of COACH syndrome. Infants suffering from COACH syndrome may experience very categorical hyperventilation and complications with respiration, such as irregular breathing. It has been reported that as patients surpass infancy, these respiratory issues may disappear.Behavioral and intellectual delays are symptoms caused by the hypoplasia of the cerebellar vermis and oligophrenia. This implies delayed onset of speech and walking, along with learning and social issues. Poor motor skills and balance, speech impairment, mild gait or hand ataxia and irregular eye movement are symptoms of the disease attributed to congential ataxia.Coloboma of the eye is visible in the retina as ""hole"" in its structure, and causes low vision, possible sensitivity to light and variance in size of the eyeball. The build-up of tissue in the liver, known as hepatic fibrosis, may cause symptoms such as jaundice, ascites, abnormal bleeding and enlarged spleen. Kidney complications in the form of polycystic kidney or nephronophthisis is estimated to affect 77% of patients suffering from COACH syndrome, and is therefore a highly significant symptom of the disease.","['HP:0000003', 'HP:0000023', 'HP:0000083', 'HP:0000090', 'HP:0000112', 'HP:0000154', 'HP:0000202', 'HP:0000238', 'HP:0000256', 'HP:0000276', 'HP:0000311', 'HP:0000316', 'HP:0000369', 'HP:0000426', 'HP:0000463', 'HP:0000486', 'HP:0000505', 'HP:0000508', 'HP:0000567', 'HP:0000588', 'HP:0000589', 'HP:0000612', 'HP:0000639', 'HP:0000657', 'HP:0000822', 'HP:0000864', 'HP:0001162', 'HP:0001250', 'HP:0001251', 'HP:0001252', 'HP:0001257', 'HP:0001263', 'HP:0001288', 'HP:0001290', 'HP:0001320', 'HP:0001337', 'HP:0001347', 'HP:0001394', 'HP:0001395', 'HP:0001409', 'HP:0001438', 'HP:0001510', 'HP:0001744', 'HP:0002085', 'HP:0002104', 'HP:0002240', 'HP:0002269', 'HP:0002342', 'HP:0002419', 'HP:0002553', 'HP:0002612', 'HP:0002617', 'HP:0002650', 'HP:0002793', 'HP:0002896', 'HP:0002910', 'HP:0004422', 'HP:0005248', 'HP:0006817', 'HP:0007360', 'HP:0007370', 'HP:0008659', 'HP:0008872', 'HP:0100626']"
216400,Cockayne syndrome type A,,"['HP:0000028', 'HP:0000054', 'HP:0000083', 'HP:0000093', 'HP:0000135', 'HP:0000252', 'HP:0000292', 'HP:0000303', 'HP:0000377', 'HP:0000407', 'HP:0000417', 'HP:0000486', 'HP:0000518', 'HP:0000540', 'HP:0000580', 'HP:0000633', 'HP:0000639', 'HP:0000648', 'HP:0000649', 'HP:0000670', 'HP:0000680', 'HP:0000685', 'HP:0000689', 'HP:0000726', 'HP:0000762', 'HP:0000822', 'HP:0000858', 'HP:0000958', 'HP:0000970', 'HP:0000987', 'HP:0000992', 'HP:0001000', 'HP:0001249', 'HP:0001250', 'HP:0001251', 'HP:0001260', 'HP:0001271', 'HP:0001288', 'HP:0001324', 'HP:0001337', 'HP:0001376', 'HP:0001511', 'HP:0001744', 'HP:0002059', 'HP:0002135', 'HP:0002240', 'HP:0002343', 'HP:0002545', 'HP:0002684', 'HP:0002808', 'HP:0002866', 'HP:0003130', 'HP:0003224', 'HP:0003278', 'HP:0003357', 'HP:0003469', 'HP:0003758', 'HP:0005328', 'HP:0006958', 'HP:0007495', 'HP:0007759', 'HP:0007814', 'HP:0008070', 'HP:0008839', 'HP:0008850', 'HP:0010234', 'HP:0011359', 'HP:0011675']"
133540,Cockayne syndrome type B,,"['HP:0000028', 'HP:0000054', 'HP:0000083', 'HP:0000093', 'HP:0000252', 'HP:0000292', 'HP:0000303', 'HP:0000377', 'HP:0000407', 'HP:0000417', 'HP:0000482', 'HP:0000486', 'HP:0000518', 'HP:0000540', 'HP:0000568', 'HP:0000580', 'HP:0000633', 'HP:0000639', 'HP:0000648', 'HP:0000649', 'HP:0000670', 'HP:0000680', 'HP:0000685', 'HP:0000689', 'HP:0000762', 'HP:0000822', 'HP:0000939', 'HP:0000958', 'HP:0000970', 'HP:0000987', 'HP:0000992', 'HP:0001000', 'HP:0001249', 'HP:0001250', 'HP:0001251', 'HP:0001271', 'HP:0001324', 'HP:0001337', 'HP:0001376', 'HP:0001508', 'HP:0001511', 'HP:0001518', 'HP:0001525', 'HP:0001595', 'HP:0001744', 'HP:0002059', 'HP:0002135', 'HP:0002240', 'HP:0002343', 'HP:0002545', 'HP:0002684', 'HP:0002808', 'HP:0002866', 'HP:0003130', 'HP:0003224', 'HP:0003278', 'HP:0003469', 'HP:0003510', 'HP:0003758', 'HP:0004334', 'HP:0005328', 'HP:0006958', 'HP:0007346', 'HP:0007352', 'HP:0007495', 'HP:0007676', 'HP:0007759', 'HP:0008070', 'HP:0008839', 'HP:0008897', 'HP:0010234', 'HP:0011359', 'HP:0011675']"
607426,Coenzyme Q10 deficiency,,"['HP:0000096', 'HP:0000100', 'HP:0000407', 'HP:0000510', 'HP:0000572', 'HP:0000639', 'HP:0000815', 'HP:0001249', 'HP:0001250', 'HP:0001251', 'HP:0001260', 'HP:0001270', 'HP:0001272', 'HP:0001298', 'HP:0001328', 'HP:0001399', 'HP:0001639', 'HP:0001876', 'HP:0001903', 'HP:0002168', 'HP:0002172', 'HP:0003128', 'HP:0003200', 'HP:0003236', 'HP:0003323', 'HP:0003652', 'HP:0012378']"
303600,Coffin–Lowry syndrome,"There is no cure for Coffin-Lowry syndrome.  Clinical objectives are centered on symptom management. Because stimulus-induced drop attacks (SIDAs) can result in physical harm to patients with the disorder, the use of medication to prevent or reduce the number of SIDA episodes is a safety priority.  Physical precautionary measures have also been used to protect patients from injury, including the use of a helmet or a wheelchair. Because sudden excitement or fright can trigger a SIDA episode it is important to minimize exposure to startling stimuli. Medications prescribed include benzodiazepines (tranquilizers used to treat anxiety), valproate (used to manage epilepsy and bipolar disorder), and selective serotonin reuptake inhibitors (SSRIs) (used to treat major depression).  When affected individuals display aggressive or destructive behavior that could harm themselves or others, the antipsychotic medication risperidone may eventually be prescribed. It is recommended that spinal development be monitored regularly by x-ray and physical exams. Echocardiograms are recommended every 5-10 years to assess cardiac function and development. 
	Families are encouraged to receive genetic counseling in order to understand and prepare to provide care for children affected by Coffin-Lowry syndrome (CLS).","['HP:0000023', 'HP:0000139', 'HP:0000154', 'HP:0000179', 'HP:0000189', 'HP:0000194', 'HP:0000218', 'HP:0000232', 'HP:0000252', 'HP:0000280', 'HP:0000286', 'HP:0000303', 'HP:0000316', 'HP:0000327', 'HP:0000336', 'HP:0000407', 'HP:0000411', 'HP:0000429', 'HP:0000445', 'HP:0000463', 'HP:0000486', 'HP:0000494', 'HP:0000506', 'HP:0000518', 'HP:0000574', 'HP:0000648', 'HP:0000668', 'HP:0000684', 'HP:0000687', 'HP:0000689', 'HP:0000767', 'HP:0000768', 'HP:0000940', 'HP:0000954', 'HP:0000965', 'HP:0000973', 'HP:0001063', 'HP:0001156', 'HP:0001169', 'HP:0001176', 'HP:0001182', 'HP:0001187', 'HP:0001249', 'HP:0001250', 'HP:0001252', 'HP:0001257', 'HP:0001276', 'HP:0001288', 'HP:0001290', 'HP:0001324', 'HP:0001476', 'HP:0001500', 'HP:0001582', 'HP:0001595', 'HP:0001633', 'HP:0001646', 'HP:0001653', 'HP:0001702', 'HP:0001763', 'HP:0001804', 'HP:0001812', 'HP:0002007', 'HP:0002035', 'HP:0002119', 'HP:0002120', 'HP:0002167', 'HP:0002191', 'HP:0002208', 'HP:0002269', 'HP:0002553', 'HP:0002650', 'HP:0002673', 'HP:0002684', 'HP:0002750', 'HP:0002808', 'HP:0002868', 'HP:0003202', 'HP:0003312', 'HP:0004322', 'HP:0004325', 'HP:0004493', 'HP:0005280', 'HP:0005692', 'HP:0006129', 'HP:0006288', 'HP:0006482', 'HP:0007360', 'HP:0007370', 'HP:0007703', 'HP:0008454', 'HP:0008872', 'HP:0009193', 'HP:0009746', 'HP:0009882', 'HP:0009928', 'HP:0010049', 'HP:0010309', 'HP:0010535', 'HP:0011344', 'HP:0100716']"
216550,Cohen syndrome,,"['HP:0000028', 'HP:0000164', 'HP:0000194', 'HP:0000212', 'HP:0000252', 'HP:0000294', 'HP:0000297', 'HP:0000322', 'HP:0000327', 'HP:0000347', 'HP:0000384', 'HP:0000407', 'HP:0000426', 'HP:0000444', 'HP:0000486', 'HP:0000492', 'HP:0000494', 'HP:0000499', 'HP:0000505', 'HP:0000527', 'HP:0000545', 'HP:0000568', 'HP:0000574', 'HP:0000612', 'HP:0000639', 'HP:0000648', 'HP:0000662', 'HP:0000675', 'HP:0000767', 'HP:0000823', 'HP:0000824', 'HP:0000954', 'HP:0001000', 'HP:0001135', 'HP:0001166', 'HP:0001182', 'HP:0001249', 'HP:0001250', 'HP:0001252', 'HP:0001263', 'HP:0001270', 'HP:0001290', 'HP:0001319', 'HP:0001321', 'HP:0001382', 'HP:0001511', 'HP:0001513', 'HP:0001518', 'HP:0001531', 'HP:0001558', 'HP:0001572', 'HP:0001601', 'HP:0001612', 'HP:0001629', 'HP:0001634', 'HP:0001763', 'HP:0001852', 'HP:0001875', 'HP:0001882', 'HP:0002167', 'HP:0002650', 'HP:0002705', 'HP:0002808', 'HP:0002857', 'HP:0002938', 'HP:0002943', 'HP:0002967', 'HP:0003272', 'HP:0004209', 'HP:0004283', 'HP:0004322', 'HP:0005692', 'HP:0006101', 'HP:0007074', 'HP:0007663', 'HP:0007703', 'HP:0007737', 'HP:0008872', 'HP:0008915', 'HP:0009804', 'HP:0009906', 'HP:0010049', 'HP:0010295', 'HP:0010669', 'HP:0010743', 'HP:0011308', 'HP:0011504', 'HP:0100874', 'HP:0200046']"
272430,Cold-induced sweating syndrome,,"['HP:0000160', 'HP:0000211', 'HP:0000218', 'HP:0000278', 'HP:0000293', 'HP:0000343', 'HP:0000347', 'HP:0000369', 'HP:0000445', 'HP:0000463', 'HP:0000470', 'HP:0000491', 'HP:0000670', 'HP:0000966', 'HP:0000975', 'HP:0001181', 'HP:0001182', 'HP:0001249', 'HP:0001250', 'HP:0001257', 'HP:0001276', 'HP:0001371', 'HP:0001376', 'HP:0001377', 'HP:0001611', 'HP:0001645', 'HP:0001762', 'HP:0001763', 'HP:0001954', 'HP:0002047', 'HP:0002093', 'HP:0002094', 'HP:0002179', 'HP:0002650', 'HP:0002751', 'HP:0002808', 'HP:0002987', 'HP:0004279', 'HP:0005280', 'HP:0008872', 'HP:0009466', 'HP:0010628', 'HP:0011968', 'HP:0012385', 'HP:0100490', 'HP:0100543', 'HP:0100729']"
120430,Coloboma of optic nerve,"Vision in the affected eye is impaired, the degree of which depends on the size of the defect, and typically affects the visual field more than visual acuity. Additionally, there is an increased risk of serous retinal detachment, manifesting in 1/3 of patients. If retinal detachment does occur, it is usually not correctable and all sight is lost in the affected area of the eye, which may or may not involve the macula.","['HP:0000541', 'HP:0000588']"
120200,"Coloboma, ocular","Visual effects may be mild to more severe depending on the size and location of the coloboma. If, for example, only a small part of the iris is missing, the vision may be normal; when a large part of the retina or (especially) optic nerve is missing, the vision may be poor. Commonly posterior colobomata affect the inferior retina, with resultant deficit in the superior visual field. Other conditions can be associated with a coloboma. Sometimes, the eye may be reduced in size, a condition called microphthalmia. Glaucoma, nystagmus, scotoma, or strabismus may also occur.","['HP:0000076', 'HP:0000567', 'HP:0000568', 'HP:0000588', 'HP:0000639', 'HP:0000659', 'HP:0001510', 'HP:0002119', 'HP:0007663', 'HP:0007957', 'HP:0007968', 'HP:0012521', 'HP:0025514']"
114500,Colorectal cancer,"The signs and symptoms of colorectal cancer depend on the location of the tumor in the bowel, and whether it has spread elsewhere in the body (metastasis). The classic warning signs include: worsening constipation, blood in the stool, decrease in stool caliber (thickness), loss of appetite, loss of weight, and nausea or vomiting in someone over 50 years old. Around 50% of individuals with colorectal cancer do not report any symptoms.Rectal bleeding or anemia are high-risk symptoms in people over the age of 50. Weight loss and changes in a person's bowel habit are typically only concerning if they are associated with rectal bleeding.","['HP:0002891', 'HP:0005584', 'HP:0006716', 'HP:0006740', 'HP:0006753']"
144250,"Combined hyperlipidemia, familial",,"['HP:0001114', 'HP:0001658', 'HP:0003077', 'HP:0003124', 'HP:0003141', 'HP:0003362', 'HP:0031798', 'HP:0031800']"
277180,Congenital bilateral absence of vas deferens,"The vas deferens connect the sperm-producing testicles to the penis. Therefore, those who are missing both vas deferens are typically able to create sperm but are unable to transport them appropriately. Their semen does not contain sperm, a condition known as azoospermia.",['HP:0000027']
266265,Congenital disorder of glycosylation type IIc,,"['HP:0000252', 'HP:0000280', 'HP:0000349', 'HP:0000403', 'HP:0000414', 'HP:0000704', 'HP:0000717', 'HP:0000722', 'HP:0000729', 'HP:0000739', 'HP:0001156', 'HP:0001252', 'HP:0001263', 'HP:0001290', 'HP:0001574', 'HP:0001773', 'HP:0001939', 'HP:0002090', 'HP:0002120', 'HP:0002373', 'HP:0004322', 'HP:0005400', 'HP:0006887', 'HP:0010529', 'HP:0010864', 'HP:0011897', 'HP:0011950', 'HP:0100658']"
217095,Conotruncal anomaly face syndrome,"The features of this syndrome vary widely, even among members of the same family, and affect many parts of the body. Characteristic signs and symptoms may include birth defects such as congenital heart disease, defects in the palate, most commonly related to neuromuscular problems with closure (velopharyngeal insufficiency), learning disabilities, mild differences in facial features, and recurrent infections.  Infections are common in children due to problems with the immune system's T cell-mediated response that in some patients is due to an absent or hypoplastic thymus. DiGeorge syndrome may be first spotted when an affected newborn has heart defects or convulsions from hypocalcemia due to malfunctioning parathyroid glands and low levels of parathyroid hormone (parathormone).
Affected individuals may also have other kinds of birth defects including kidney abnormalities and significant feeding difficulties as babies. Gastrointestinal issues are also very
common in this patient population. Digestive motility issues may result in constipation. Disorders such as hypothyroidism and hypoparathyroidism or thrombocytopenia (low platelet levels), and psychiatric illnesses are common late-occurring features.Microdeletions in chromosomal region 22q11.2 are associated with a 20 to 30-fold increased risk of schizophrenia. Studies provide various rates of 22q11.2DS in schizophrenia, ranging from 0.5 to 2.0% and averaging about 1.0%, compared with the overall estimated 0.025% risk of the 22q11.2DS in the general population.Salient features can be summarized using the mnemonic CATCH-22 to describe 22q11.2DS, with the 22 signifying the chromosomal abnormality is found on the 22nd chromosome, as below:
Cardiac abnormality (commonly interrupted aortic arch, truncus arteriosus and tetralogy of Fallot)
Abnormal facies
Thymic aplasia
Cleft palate
Hypocalcemia/hypoparathyroidismIndividuals can have many possible features, ranging in number of associated features and from the mild to the very serious. Symptoms shown to be common include:

This syndrome is characterized by incomplete penetrance. Therefore, there is a marked variability in clinical expression between the different patients. This often makes early diagnosis difficult.","['HP:0000202', 'HP:0000316', 'HP:0001263', 'HP:0001636', 'HP:0001643', 'HP:0001660', 'HP:0001669', 'HP:0001674', 'HP:0001679', 'HP:0001680', 'HP:0001719', 'HP:0001939', 'HP:0004414', 'HP:0004935', 'HP:0010055', 'HP:0012303', 'HP:0100259']"
